i,a,b,title,type,year,final,motivo,evidencia,flags
7204,Kabza De Small,DJ Maphorisa,Sponono,song,2020,SUSPEITA,possível duplicata,,dup_of_1098
7211,DJ Maphorisa,Focalistic,Ke Star Remix,song,2021,SUSPEITA,possível duplicata,,dup_of_1109
7224,Master KG,Burna Boy,Jerusalema Remix,song,2020,SUSPEITA,possível duplicata,,dup_of_1093
7267,Sun-El Musician,Samthing Soweto,Akanamali,song,2017,SUSPEITA,possível duplicata,,dup_of_1168
7268,Sun-El Musician,Ami Faku,Into Ingawe,song,2020,SUSPEITA,possível duplicata,,dup_of_1197
7338,Mlindo The Vocalist,DJ Maphorisa,Emakhaya,song,2019,SUSPEITA,possível duplicata (dup_of_1195),,dup_of_1195
7568,Ali Kiba,Diamond Platnumz,Number One,song,2016,SUSPEITA,possível duplicata (dup_of_7380),,dup_of_7380
7615,Kanye West,Paul McCartney,Only One,song,2015,SUSPEITA,possível duplicata (dup_of_551),,dup_of_551
7618,Eminem,Dr. Dre,Forgot About Dre,song,2000,SUSPEITA,possível duplicata (dup_of_44),,dup_of_44
7621,Taylor Swift,Bon Iver,Exile,song,2020,SUSPEITA,possível duplicata (dup_of_58),,dup_of_58
7622,Taylor Swift,Brendon Urie,ME!,song,2019,SUSPEITA,título ultrashort e possível duplicata (dup_of_5656),,ultrashort_title;dup_of_5656
7636,Kendrick Lamar,Dr. Dre,Compton,song,2015,SUSPEITA,possível duplicata (dup_of_133),,dup_of_133
7655,Future,Young Thug,Patek,song,2016,SUSPEITA,possível duplicata (dup_of_5709),,dup_of_5709
7658,Pharrell Williams,Kanye West,Number One,song,2005,SUSPEITA,possível duplicata (dup_of_25),,dup_of_25
7675,BLACKPINK,Cardi B,Bet You Wanna,song,2020,SUSPEITA,possível duplicata (dup_of_5038),,dup_of_5038
7678,Alicia Keys,Beyoncé,Put It in a Love Song,song,2009,SUSPEITA,possível duplicata (dup_of_5546),,dup_of_5546
7683,"Tyler, The Creator",A$AP Rocky,Potato Salad,song,2018,SUSPEITA,possível duplicata (dup_of_251),,dup_of_251
7692,Juice WRLD,The Weeknd,Smile,song,2020,SUSPEITA,possível duplicata (dup_of_6992),,dup_of_6992
7698,Migos,Cardi B,MotorSport,song,2017,SUSPEITA,possível duplicata (dup_of_6835),,dup_of_6835
7809,Alceu Valença,Elba Ramalho,La Belle de Jour,song,1995,SUSPEITA,possível duplicata (dup_of_2114),,dup_of_2114
7863,Maiara & Maraisa,Marília Mendonça,Esqueça-me se For Capaz,live,2021,SUSPEITA,possível duplicata (dup_of_2469),,dup_of_2469
8385,Steve Aoki,Lauren Jauregui,All Night,song,2016,SUSPEITA,possível duplicata (dup_of_5767),,dup_of_5767
8391,Galantis,OneRepublic,Bones,song,2019,SUSPEITA,possível duplicata (dup_of_3412),,dup_of_3412
8396,Daddy Yankee,Nicky Jam,Shaky Shaky (Remix),song,2016,SUSPEITA,possível duplicata (dup_of_5826),,dup_of_5826
8408,Rauw Alejandro,Rosalía,RR,album,2023,SUSPEITA,título ultracurto e possível duplicata (dup_of_4847),,ultrashort_title;dup_of_4847
8420,Manuel Turizo,Maluma,El Préstamo,song,2017,SUSPEITA,possível duplicata (dup_of_5431),,dup_of_5431
8434,Arcángel,Bad Bunny,Tu No Metes Cabra,song,2016,SUSPEITA,possível duplicata (dup_of_5910),,dup_of_5910
8443,Agust D,Halsey,SUGA's Interlude,song,2020,SUSPEITA,possível duplicata (dup_of_595),,dup_of_595
8449,Rema,Selena Gomez,Calm Down (Remix),song,2022,SUSPEITA,possível duplicata (dup_of_988),,dup_of_988
8458,Willie Nelson,Merle Haggard,Pancho & Lefty,song,1982,SUSPEITA,possível duplicata (dup_of_2922),,dup_of_2922
8474,Carrie Underwood,Ludacris,The Champion,song,2018,SUSPEITA,possível duplicata (dup_of_553),,dup_of_553
8487,Luísa Sonza,Vitão,FLORES,song,2020,SUSPEITA,possível duplicata (dup_of_794),,dup_of_794
8488,Luísa Sonza,Anitta,Modo Turbo,song,2022,SUSPEITA,possível duplicata (dup_of_576),,dup_of_576
8493,Léo Santana,Anitta,Contatinho,song,2019,SUSPEITA,possível duplicata (dup_of_594),,dup_of_594
8495,Wesley Safadão,Aviões do Forró,Camarote,song,2014,SUSPEITA,possível duplicata (dup_of_1820),,dup_of_1820
8497,Simone & Simaria,Anitta,Loka,song,2017,SUSPEITA,possível duplicata (dup_of_581),,dup_of_581
8529,Zeca Pagodinho,Beth Carvalho,Vai Vadiar,song,1991,SUSPEITA,possível duplicata (dup_of_2265),,dup_of_2265
8545,Sebastian Ingrosso,Alesso,Calling (Lose My Mind),song,2011,SUSPEITA,possível duplicata (dup_of_3554),,dup_of_3554
8547,Flume,Lorde,Tennis Court (Flume Remix),song,2013,SUSPEITA,possível duplicata (dup_of_3426),,dup_of_3426
8550,Jackson Wang,Ciara,Slow,song,2019,SUSPEITA,possível duplicata,,dup_of_877
8551,Jackson Wang,Galantis,Pretty Please,song,2021,SUSPEITA,possível duplicata,,dup_of_5044
8567,Lauryn Hill,Mary J. Blige,I Used to Love Him,song,1998,SUSPEITA,possível duplicata,,dup_of_862
8570,Kali Uchis,"Tyler, The Creator",See You Again,song,2017,SUSPEITA,possível duplicata,,dup_of_851
8577,Romeo Santos,Usher,Promise,song,2013,SUSPEITA,possível duplicata,,dup_of_5625
8580,Kid Cudi,MGMT,Pursuit of Happiness,song,2009,SUSPEITA,possível duplicata,,dup_of_896
8584,Marília Mendonça,Maiara & Maraisa,Esqueça-me Se For Capaz,song,2018,SUSPEITA,possível duplicata,,dup_of_2469
8588,Henrique & Juliano,Marília Mendonça,Cuida Bem Dela,song,2019,SUSPEITA,possível duplicata; Cuida Bem Dela é do H&J,,dup_of_2483
8624,Dennis DJ,MC Kevinho,Olha a Explosão,song,2016,SUSPEITA,possível duplicata,,dup_of_1441
8625,Dennis DJ,Anitta,Funk Rave,song,2019,SUSPEITA,possível duplicata; Funk Rave é da Anitta,,dup_of_1944
8629,Zhu,Skrillex,Working for It,song,2016,SUSPEITA,possível duplicata,,dup_of_488
8701,CeCe Winans,Whitney Houston,Count On Me,song,1996,SUSPEITA,possível duplicata (dup_of_6327),,dup_of_6327
9398,Nathy Peluso,C. Tangana,Ateo,song,2021,SUSPEITA,possível duplicata (dup_of_4830),,dup_of_4830
9483,Arcángel,De La Ghetto,La Formula,song,2020,SUSPEITA,possível duplicata (dup_of_8435),,dup_of_8435
9531,Luísa Sonza,Anitta,TOMA,song,2022,SUSPEITA,possível duplicata (dup_of_1723),,dup_of_1723
9539,Don Omar,Nicky Jam,Hasta Abajo,song,2018,SUSPEITA,possível duplicata (dup_of_5876),,dup_of_5876
10730,Caetano Veloso,Gilberto Gil,Tropicália,album,1975,SUSPEITA,possível duplicata (dup_of_2069),,dup_of_2069
10738,Daniela Mercury,Olodum,O Canto da Cidade,album,1992,SUSPEITA,possível duplicata (dup_of_1776); álbum solo de Daniela,,dup_of_1776
10739,Carlinhos Brown,Marisa Monte,A Menina Dança,song,2002,SUSPEITA,possível duplicata (dup_of_8518),,dup_of_8518
10756,Claudia Leitte,Anitta,Largadinho,song,2014,SUSPEITA,possível duplicata (dup_of_7901),,dup_of_7901
10857,Tom Jobim,Vinicius de Moraes,Garota de Ipanema,song,1975,SUSPEITA,possível duplicata (dup_of_2416),,dup_of_2416
11047,Little Big,Morgenshtern,Uno (remix),song,2020,SUSPEITA,possível duplicata (dup_of_10042),,dup_of_10042
11283,Wynonna Judd,Clint Black,A Bad Goodbye,song,1992,SUSPEITA,"flag dup_of_11097, possível duplicata",,dup_of_11097
11308,Les Rita Mitsouko,Sparks,Singing in the Shower,song,1988,SUSPEITA,"flag dup_of_11065, possível duplicata",,dup_of_11065
11426,Ranking Toyan,Henry 'Junjo' Lawes,How the West Was Won,album,1982,SUSPEITA,possível duplicata (dup_of_11186),,dup_of_11186
11486,Tin Tin Out,Everything But the Girl,Here's Where the Story Ends,song,1997,SUSPEITA,possível duplicata (dup_of_11243),,dup_of_11243
11504,Marc Anthony,Alejandro Sanz,Y Hubo Alguien,song,2013,SUSPEITA,possível duplicata (dup_of_4961),,dup_of_4961
11584,Shakira,Alejandro Sanz,Te Lo Agradezco Pero No,song,2006,SUSPEITA,possível duplicata (dup_of_4868),,dup_of_4868
11586,Shakira,Karol G,TQG,song,2023,SUSPEITA,"possível duplicata (dup_of_5861), TQG é real",,dup_of_5861
11626,Enrique Iglesias,Pitbull,I Like It,song,2010,SUSPEITA,possível duplicata (dup_of_5561),,dup_of_5561
11634,Ricky Martin,Maluma,No Se Me Quita,song,2017,SUSPEITA,possível duplicata (dup_of_5621),,dup_of_5621
11649,J. Balvin,Bad Bunny,QUÉ PRETENDES,song,2019,SUSPEITA,possível duplicata (dup_of_5611),,dup_of_5611
11671,Farruko,Anuel AA,Krippy Kush (Remix),song,2017,SUSPEITA,possível duplicata (dup_of_5880),,dup_of_5880
11673,Anuel AA,Karol G,Secreto,song,2018,SUSPEITA,possível duplicata (dup_of_5434),,dup_of_5434
11895,Protoje,Chronixx,Who Knows,song,2014,SUSPEITA,possível duplicata (dup_of_3174),,dup_of_3174
12042,Eric Clapton,George Harrison,While My Guitar Gently Weeps,feature,1968,SUSPEITA,possível duplicata (dup_of_6125),,dup_of_6125
12200,John Lennon,Elton John,Whatever Gets You Thru the Night,song,1974,SUSPEITA,flag dup_of_6124; possível duplicata,,dup_of_6124
12221,Waylon Jennings,Willie Nelson,Good Hearted Woman,song,1972,SUSPEITA,flag dup_of_2923; possível duplicata,,dup_of_2923
12228,Rihanna,Jay-Z,Umbrella,feature,2007,SUSPEITA,flag dup_of_13; possível duplicata,,dup_of_13
12240,Justin Bieber,Travis Scott,Second Emotion,song,2018,SUSPEITA,possível duplicata (dup_of_80); 'Second Emotion' não é colaboração conhecida entre eles,,dup_of_80
12241,Nicki Minaj,Migos,MotorSport,song,2017,SUSPEITA,possível duplicata (dup_of_6836),,dup_of_6836
12247,Dua Lipa,Bad Bunny,Un Día (One Day),song,2020,SUSPEITA,possível duplicata (dup_of_5512); par/título incerto,,dup_of_5512
12253,Kendrick Lamar,Jay Rock,Money Trees,feature,2012,SUSPEITA,possível duplicata (dup_of_6937); Money Trees real mas marcada como dup,,dup_of_6937
12259,Chris Brown,Tyga,Loyal,song,2014,SUSPEITA,possível duplicata (dup_of_272); Loyal real mas marcada dup,,dup_of_272
12260,Chris Brown,Pitbull,International Love,feature,2012,SUSPEITA,"possível duplicata (dup_of_235); 'International Love' é Pitbull feat. Chris Brown, par ok mas dup",,dup_of_235
12264,J. Cole,21 Savage,a lot,feature,2018,SUSPEITA,possível duplicata (dup_of_5659); 'a lot' real mas dup,,dup_of_5659
12272,21 Savage,Metro Boomin,Savage Mode,album,2016,SUSPEITA,possível duplicata (dup_of_604); Savage Mode real mas dup,,dup_of_604
12274,21 Savage,Cardi B,Bartier Cardi,song,2018,SUSPEITA,possível duplicata (dup_of_6865); Bartier Cardi real mas dup,,dup_of_6865
12278,Dr. Dre,50 Cent,In Da Club,feature,2003,SUSPEITA,possível duplicata (dup_of_132); In Da Club real mas dup,,dup_of_132
12294,Coldplay,Jay-Z,Lost!,song,2009,SUSPEITA,possível duplicata (dup_of_5568); Jay-Z em Lost+ real mas dup,,dup_of_5568
12296,BTS,Steve Aoki,Waste It on Me,feature,2018,SUSPEITA,possível duplicata (dup_of_8388); Waste It on Me real mas dup,,dup_of_8388
12297,BLACKPINK,Cardi B,Bet You Wanna,song,2021,SUSPEITA,possível duplicata (dup_of_5038); Bet You Wanna real mas dup,,dup_of_5038
12327,Metro Boomin,Young Thug,Digits,feature,2016,SUSPEITA,possível duplicata (dup_of_6811),,dup_of_6811
12329,Jack Harlow,Lil Wayne,Common Ground,song,2020,SUSPEITA,possível duplicata (dup_of_6930),,dup_of_6930
12353,Halsey,Juice WRLD,Without Me (Remix),song,2018,SUSPEITA,possível duplicata; remix não confirmado,,dup_of_5682
12355,Juice WRLD,Lil Uzi Vert,Wishing Well,feature,2020,SUSPEITA,possível duplicata,,dup_of_6989
12368,Roddy Ricch,Post Malone,Wow. (Remix),song,2019,SUSPEITA,possível duplicata,,dup_of_7696
12373,Migos,Lil Uzi Vert,Bad and Boujee,feature,2016,SUSPEITA,possível duplicata,,dup_of_6832
12380,Quavo,Travis Scott,Pick Up the Phone,feature,2016,SUSPEITA,possível duplicata,,dup_of_192
12392,James Blake,Travis Scott,Mile High,song,2018,SUSPEITA,possível duplicata,,dup_of_214
12397,Daniel Caesar,Justin Bieber,Peaches,feature,2021,SUSPEITA,possível duplicata; Peaches com Daniel Caesar e Giveon,,dup_of_258
