i,a,b,title,type,year,final,motivo,evidencia,flags
1077,Stonebwoy,Burna Boy,Activate,song,2019,INVALIDA_CONFIRMADA,"Activate é de Stonebwoy com Davido, não Burna Boy","'Activate' (2019) é Stonebwoy ft. Davido, não Burna Boy (Vibe/SoundCloud Stonebwoy)",
1122,Sho Madjozi,Drake,My N*gga (Remix),remix,2019,INVALIDA_CONFIRMADA,remix de Sho Madjozi com Drake é fabricação improvável,"Nenhuma evidência de colaboração/remix entre Sho Madjozi e Drake; features reais dela são Stormzy/Burna Boy (spotify, billboard)",
1389,Tems,Rema,Free Mind (Remix),remix,2020,INVALIDA_CONFIRMADA,"'Free Mind' é solo da Tems, remix com Rema não documentado","Spotify/Apple: 'Free Mind' é solo de Tems; remixes por outros DJs, sem Rema. Colab real Tems/Rema é remix de 'Bout U'",
1405,Adekunle Gold,Lucky Dube,5 Star,song,2022,INVALIDA_CONFIRMADA,"Lucky Dube morreu em 2007, colaboração 2022 impossível","BellaNaija/ThatGrapeJuice: '5 Star' (2022) de Adekunle Gold é solo; remix ft. Rick Ross, não Lucky Dube (falecido 2007)",
1412,Anitta,Snoop Dogg,Deixa Ele Sofrer,song,2018,INVALIDA_CONFIRMADA,título não corresponde a colaboração real Anitta x Snoop Dogg,"Wikipedia: 'Deixa Ele Sofrer' é single solo da Anitta (2015), sem Snoop Dogg; colab real com Snoop é 'Onda Diferente'",
1443,Dennis DJ,MC Ryan SP,Que Tiro Foi Esse,song,2018,INVALIDA_CONFIRMADA,"Que Tiro Foi Esse é de Jorge Jay/Zé Felipe, não Dennis x Ryan SP","'Que Tiro Foi Esse' é de Jojo Todynho/Maronttinni (comp. DJ Batata e Pitter Corrêa), não Dennis DJ x MC Ryan SP (pt.wikipedia / open.spotify.com)",
1474,MC Ryan SP,WC no Beat,Que Tiro Foi Esse,song,2018,INVALIDA_CONFIRMADA,Que Tiro Foi Esse não é de Ryan SP x WC no Beat,"'Que Tiro Foi Esse' é single solo de Jojo Todynho/Maronttinni, não MC Ryan SP x WC no Beat (letras.mus.br / open.spotify.com)",
1499,MC Zaac,Sean Paul,Bum Bum Tam Tam,song,2017,INVALIDA_CONFIRMADA,Sean Paul não está no Bum Bum Tam Tam,"'Bum Bum Tam Tam' é de MC Fioti; remix traz Future/J Balvin/Stefflon Don/Juan Magán, sem Sean Paul nem MC Zaac (en.wikipedia)",
1502,MC Zaac,Tyga,Loka,song,2018,INVALIDA_CONFIRMADA,Loka não é colaboração Zaac x Tyga,"'Loka' (2017) é de Simone & Simaria feat. Anitta, não MC Zaac x Tyga (en.wikipedia / discogs.com)",
1518,Furacão 2000,MC Doca,Rap das Armas,song,2008,INVALIDA_CONFIRMADA,"MC Doca não é o autor; Rap das Armas é Cidinho & Doca, não Furacão x Doca","'Rap das Armas' é de MC Júnior & MC Leonardo (original) / Cidinho & Doca (cover), não Furacão 2000 x MC Doca (en.wikipedia / open.spotify.com)",
1523,Jojo Todynho,Dennis DJ,Que Tiro Foi Esse,song,2019,INVALIDA_CONFIRMADA,"Que Tiro Foi Esse é de Jojo Maronttinni, não feat Dennis DJ","'Que Tiro Foi Esse' é single solo de Jojo Todynho (=Maronttinni), sem participação de Dennis DJ (pt.wikipedia / cifras.com.br)",
1544,Alok,Anitta,Is It Love (Belo Horizonte),song,2019,INVALIDA_CONFIRMADA,"'Is It Love' é Alok com Mathieu Koss, não Anitta",não há faixa 'Is It Love' de Alok; colaboração Alok+Anitta é 'Looking For Love' (2024) (Rolling Stone/Spotify),
1546,Alok,Luísa Sonza,Terremoto,song,2021,INVALIDA_CONFIRMADA,"'Terremoto' é Alok com Anitta, não Luísa Sonza","'Terremoto' é de Anitta & MC Kevinho, não Alok com Luísa Sonza (Spotify/Shazam)",
1548,Alok,Giulia Be,Hear Me Now,song,2019,INVALIDA_CONFIRMADA,"'Hear Me Now' é Alok/Bruno Martini/Zeeba, não Giulia Be","'Hear Me Now' é de Alok, Bruno Martini feat. Zeeba (2016), não Giulia Be (Wikipedia/Spotify)",
1555,Ivete Sangalo,Anitta,Ai Se Eu Te Pego (Remix),remix,2022,INVALIDA_CONFIRMADA,"'Ai Se Eu Te Pego' é de Michel Teló, não remix Ivete/Anitta",'Ai Se Eu Te Pego' é de Michel Teló (remix feat. Pitbull); 1ª colab Ivete+Anitta foi 'Lugar Perfeito' (LETRAS/Spotify),
1578,Flay,Anitta,Modo Turbo,song,2021,INVALIDA_CONFIRMADA,"'Modo Turbo' é Luísa Sonza/Pabllo/Anitta, não Flay","'Modo Turbo' é de Luísa Sonza, Pabllo Vittar e Anitta; Flay não participa (pt.wikipedia.org, open.spotify.com)",
1628,MC Mayara,Anitta,Combatchy (Extended),song,2019,INVALIDA_CONFIRMADA,"Combatchy é da Anitta com Lexa/Luísa/Rebecca, não MC Mayara","Discogs/IMDb: 'Combatchy' é Anitta, Lexa, Luísa Sonza feat. MC Rebecca; sem MC Mayara",
1632,MC Morena,Dennis DJ,Baile de Favela,song,2019,INVALIDA_CONFIRMADA,"Baile de Favela é do MC João, não MC Morena/Dennis",WhoSampled/1001Tracklists: 'Baile de Favela' é do MC João (remix Dennis DJ); sem MC Morena,
1660,Kondzilla,Dennis DJ,Baile de Favela,song,2016,INVALIDA_CONFIRMADA,"Baile de Favela é do MC João, não Kondzilla/Dennis","YouTube/1001Tracklists: 'Baile de Favela' é MC João, Dennis DJ remix; KondZilla é o canal/label, não artista creditado",
1678,Tainá Costa,Anitta,Modo Turbo,song,2021,INVALIDA_CONFIRMADA,"Modo Turbo é Luísa Sonza/Pabllo/Anitta, não Tainá Costa",Discogs: 'Modo Turbo' é Luísa Sonza & Pabllo Vittar feat. Anitta; sem Tainá Costa,
1681,Cacau Oliver,Anitta,Faz Gostoso,song,2020,INVALIDA_CONFIRMADA,"Faz Gostoso é Anitta com Blaya, não Cacau Oliver","Wikipedia PT: 'Faz Gostoso' é da Blaya, gravada por Anitta (e Madonna); sem Cacau Oliver",
1695,MC Duda do Marapé,Anitta,Combatchy (Feat.),song,2019,INVALIDA_CONFIRMADA,"Combatchy é Anitta/Lexa/Luísa/Rebecca, não MC Duda","Discogs/IMDb: 'Combatchy' é Anitta, Lexa, Luísa Sonza feat. MC Rebecca; sem MC Duda do Marapé",
1912,Anitta,Nicky Jam,Sure Thing,song,2019,INVALIDA_CONFIRMADA,"'Sure Thing' é cover solo da Anitta, não feat com Nicky Jam",'Sure Thing' é de Miguel; colaboração real Anitta/Nicky Jam é 'Dançarina Remix' (en.wikipedia.org),
1936,MC Kevinho,MC Livinho,Baile da Favela,song,2019,INVALIDA_CONFIRMADA,"'Baile da Favela' é de MC João, não Kevinho/Livinho","'Baile de Favela' (2015) é de MC João e DJ R7, não Kevinho/Livinho (spotify.com)",
1944,Dennis DJ,Anitta,Funk Rave,song,2018,INVALIDA_CONFIRMADA,"'Funk Rave' é solo da Anitta (2023), não com Dennis em 2018","'Funk Rave' é solo da Anitta (2023), sem Dennis DJ (en.wikipedia.org)",
1961,Criolo,Djavan,Nó na Orelha,song,2011,INVALIDA_CONFIRMADA,"'Nó na Orelha' é álbum do Criolo, não feat com Djavan","'Nó na Orelha' (2011) é álbum autoral do Criolo, sem Djavan (discogs.com)",
1972,Ivete Sangalo,Ne-Yo,What You Want,song,2016,INVALIDA_CONFIRMADA,Ivete Sangalo feat. Ne-Yo é fabricação típica do dataset,Não há música 'What You Want' Ivete/Ne-Yo; Ne-Yo não consta nos feats da Ivete (portalpopline.com.br),
1975,Thiaguinho,Sorriso Maroto,Ai Se Eu Te Pego,song,2019,INVALIDA_CONFIRMADA,"'Ai Se Eu Te Pego' é de Michel Teló, não Thiaguinho/Sorriso","'Ai Se Eu Te Pego' é de Michel Teló (2011), não Thiaguinho/Sorriso (en.wikipedia.org)",
2034,Naiara Azevedo,Marília Mendonça,Malhação,song,2019,INVALIDA_CONFIRMADA,título 'Malhação' não é faixa real desse dueto,"Purepeople/Metrópoles: dueto real Naiara x Marília é '50%', não 'Malhação'",
2042,Joelma,Anitta,Calypso Pop,song,2021,INVALIDA_CONFIRMADA,Joelma feat. Anitta 'Calypso Pop' aparenta fabricação,"Letras/Popline: colab real Joelma feat. Anitta é 'Dançando Calypso' (2021), não 'Calypso Pop'",
2100,Seu Jorge,Zeca Pagodinho,Apelido Carinhoso,song,2017,INVALIDA_CONFIRMADA,"'Apelido Carinhoso' é de Dilsinho/Péricles, não de Seu Jorge e Zeca","'Apelido Carinhoso' (2017) é de Gusttavo Lima, comp. Junior Angelim (Spotify/IMDb), não Seu Jorge e Zeca",
2117,Elba Ramalho,Luiz Gonzaga,Riacho do Navio,song,2012,INVALIDA_CONFIRMADA,"Luiz Gonzaga morreu em 1989, impossível gravação em 2012",Dueto real Elba+Gonzaga é 'Sanfoninha Choradeira'; 'Riacho do Navio' em 'Duetos com Mestre Lua' é com Fagner (Vagalume),
2227,Caetano Veloso,Elza Soares,AmarElo,song,2019,INVALIDA_CONFIRMADA,AmarElo é do Emicida; não é parceria Caetano/Elza,"LETRAS/amusicade: 'AmarElo' (2019) é do Emicida com Majur e Pabllo Vittar, não parceria Caetano/Elza",
2342,Luedji Luna,Gilsons,Um Corpo no Mundo,song,2017,INVALIDA_CONFIRMADA,"'Um Corpo no Mundo' é de Luedji Luna sozinha, não com Gilsons","Bandcamp/Spotify: 'Um Corpo no Mundo' (2017) é álbum/faixa solo de Luedji Luna, sem Gilsons",
2349,Carlinhos Brown,Caetano Veloso,Tropicália 2,album,1993,INVALIDA_CONFIRMADA,"Tropicália 2 é de Caetano e Gil, não de Carlinhos Brown; ano 1993 inconsistente","Wikipedia/Discogs: 'Tropicália 2' (1993) é de Caetano Veloso e Gilberto Gil, não Carlinhos Brown",
2363,Tim Maia,Gilberto Gil,Descobridor dos Sete Mares,song,1983,INVALIDA_CONFIRMADA,"'Descobridor dos Sete Mares' é de Tim Maia sozinho, não com Gil","Wikipedia/Discogs: 'O Descobridor dos Sete Mares' é solo de Tim Maia (1983), composta por Gilson Mendonça/Michel, sem Gilberto Gil",
2382,Papatinho,Emicida,Deixa Eu Dizer,song,2017,INVALIDA_CONFIRMADA,'Deixa Eu Dizer' é clássico dos Racionais; Matuê/Papatinho não cabe no ano,"Letras/Discogs: 'Deixa Eu Dizer' é de Cláudia (1973, Ivan Lins); não existe faixa de Papatinho com Emicida com esse título",
2383,Papatinho,Matuê,Deixa Eu Dizer,song,2017,INVALIDA_CONFIRMADA,faixa e ano inconsistentes para Matuê com Papatinho,Deezer/Letras: não há faixa 'Deixa Eu Dizer' de Papatinho com Matuê; colaborações reais têm outros títulos,
2384,Papatinho,MC Cabelinho,Deixa Eu Dizer,song,2017,INVALIDA_CONFIRMADA,título e ano inconsistentes com MC Cabelinho,Letras/Spotify: nenhuma faixa 'Deixa Eu Dizer' de Papatinho com MC Cabelinho; título pertence a Cláudia/Marcelo D2,
2385,Papatinho,Filipe Ret,Deixa Eu Dizer,song,2017,INVALIDA_CONFIRMADA,título e ano inconsistentes com Filipe Ret,Busca web: não existe 'Deixa Eu Dizer' de Papatinho com Filipe Ret; título é de Cláudia (Ivan Lins),
2414,Elis Regina,Ivan Lins,Elis & Tom,album,1974,INVALIDA_CONFIRMADA,"'Elis & Tom' é só de Elis e Tom Jobim, não de Ivan Lins","Wikipedia: álbum 'Elis & Tom' (1974) é de Elis Regina e Antônio Carlos Jobim, não Ivan Lins",
2431,Rodrigo Amarante,Nando Reis,Los Hermanos,album,2005,INVALIDA_CONFIRMADA,"Los Hermanos é a banda, não álbum feito com Nando Reis",Los Hermanos é banda de que Amarante é membro; Nando Reis não integra o grupo nem o álbum homônimo (en.wikipedia.org),
2433,Los Hermanos,Rodrigo Amarante,Ventura,album,2003,INVALIDA_CONFIRMADA,"Amarante é membro do Los Hermanos, não colaboração externa","'Ventura' (2003) é álbum da banda Los Hermanos, da qual Amarante é membro; não é colaboração externa (en.wikipedia.org)",
2501,Luan Santana,Shakira,Yo Te Quiero (feat.),song,2016,INVALIDA_CONFIRMADA,Luan Santana x Shakira é fabricação cross-cultural improvável,"Não há canção 'Yo Te Quiero' de Luan Santana com Shakira; duetos de Luan são com Enrique Iglesias, Belinda etc (pt.wikipedia.org)",
2553,Michel Teló,Anitta,Ai Se Eu Te Pego (remix),song,2012,INVALIDA_CONFIRMADA,"'Ai Se Eu Te Pego' não tem remix com Anitta, fabricação","Letras/Vagalume: o remix real de 'Ai Se Eu Te Pego' credita Pitbull, não Anitta",
2556,Paula Fernandes,Shawn Mendes,Summer Of Love (PT),song,2016,INVALIDA_CONFIRMADA,"cross-país improvável Paula Fernandes x Shawn Mendes, fabricação",Wikipedia/Spotify: 'Summer of Love' é de Shawn Mendes & Tainy; sem versão com Paula Fernandes,
2664,Pabllo Vittar,Gloria Groove,K.O.,song,2018,INVALIDA_CONFIRMADA,"K.O. é faixa solo de Pabllo Vittar, sem Gloria Groove","'K.O.' é faixa solo de Pabllo Vittar (álbum Vai Passar Mal), sem Gloria Groove (Wikipedia)",
2665,Pabllo Vittar,Anitta,Triste com T,song,2018,INVALIDA_CONFIRMADA,"Triste com T é de Pabllo Vittar, sem Anitta","'Triste com T' é solo de Pabllo Vittar (Batidão Tropical 2021), sem Anitta (pt.wikipedia/spotify)",
3004,Post Malone,Tim McGraw,I Had Some Help,feature,2024,INVALIDA_CONFIRMADA,"'I Had Some Help' é com Morgan Wallen, não Tim McGraw","Wikipedia/Billboard: 'I Had Some Help' de Post Malone é feat. Morgan Wallen, não Tim McGraw",
3005,Post Malone,Brad Paisley,Guy for That,song,2024,INVALIDA_CONFIRMADA,"'Guy for That' é com Morgan Wallen, não Brad Paisley","Wikipedia/Spotify: 'Guy for That' de Post Malone é feat. Luke Combs, não Brad Paisley",
3017,George Strait,Garth Brooks,Cowboys and Indians (Live CMA),live,2009,INVALIDA_CONFIRMADA,'Cowboys and Indians' não é faixa conhecida de Strait/Garth,"Wikipedia: primeiro dueto Strait/Garth foi 'The Cowboy Rides Away' (48th ACM, 2013); 'Cowboys and Indians' não existe como faixa deles",
3021,Shania Twain,Lil Durk,Giddy Up!,song,2023,INVALIDA_CONFIRMADA,par improvável Shania x Lil Durk; título não recordado,"Wikipedia/Billboard: 'Giddy Up!' é single solo da Shania Twain (2023), sem Lil Durk",
3033,HARDY,Florida Georgia Line,One Beer,song,2019,INVALIDA_CONFIRMADA,"'One Beer' é com Lauren Alaina/Devin Dawson, não FGL","Wikipedia/Spotify: 'One Beer' de HARDY é feat. Lauren Alaina & Devin Dawson, não Florida Georgia Line",
3038,Kelsea Ballerini,Dua Lipa,Cowboys Don't Cry (Dua Lipa feature),song,2023,INVALIDA_CONFIRMADA,'Cowboys Don't Cry' não tem feature de Dua Lipa,"Rolling Stone/Wikipedia: música da Kelsea 'Cowboys Cry Too' tem feature de Noah Kahan, não Dua Lipa",
3049,Sam Hunt,Khalid,Hard to Forget (Khalid feature),feature,2020,INVALIDA_CONFIRMADA,"'Hard to Forget' é solo de Sam Hunt, sem Khalid","Wikipedia: 'Hard to Forget' é solo de Sam Hunt com sample de Webb Pierce, sem Khalid",
3080,Zach Bryan,Lainey Wilson,Something in the Orange,feature,2023,INVALIDA_CONFIRMADA,'Something in the Orange' e solo Zach Bryan,"Wikipedia: 'Something in the Orange' é solo de Zach Bryan, sem feat de Lainey Wilson",
3187,Rihanna,Bob Marley,Lift Up,remix,2003,INVALIDA_CONFIRMADA,"Rihanna/Bob Marley remix 2003 impossível, fabricação",Rihanna estreou em 2005; nenhum remix 'Lift Up' com Bob Marley em 2003 (en.wikipedia.org),
3245,pb_rocco,Sean Paul,Everyday We Lit,song,2017,INVALIDA_CONFIRMADA,"Everyday We Lit é PnB Rock ft YFN Lucci, não Sean Paul","Wikipedia/Songfacts: 'Everyday We Lit' é YFN Lucci feat. PnB Rock, sem Sean Paul",
3260,Jessie J,Popcaan,Who You Are,song,2018,INVALIDA_CONFIRMADA,"Who You Are é solo de Jessie J, sem Popcaan","Wikipedia: 'Who You Are' é solo de Jessie J (Toby Gad/Shelly Peiken), sem Popcaan; nenhuma colab Jessie J x Popcaan encontrada",
3275,DJ Khaled,Beyoncé,Sticky,song,2022,INVALIDA_CONFIRMADA,Sticky não tem participação de Beyoncé,"Spotify/Grammy: colabs DJ Khaled x Beyoncé são 'Shining' e 'Top Off'; não existe 'Sticky' (Drake, 2022)",
3283,David Guetta,will.i.am,Just a Little More Love,song,2002,INVALIDA_CONFIRMADA,"Just a Little More Love é com Chris Willis, não will.i.am","Wikipedia: 'Just a Little More Love' de David Guetta tem vocais de Chris Willis, não will.i.am",
3310,Calvin Harris,Justin Timberlake,Drinking from the Bottle,song,2012,INVALIDA_CONFIRMADA,"Drinking from the Bottle é com Tinie Tempah, não JT","Wikipedia/Spotify: 'Drinking from the Bottle' é Calvin Harris feat. Tinie Tempah, não Justin Timberlake",
3318,Marshmello,Tyga,Faded,song,2015,INVALIDA_CONFIRMADA,"Faded é de Alan Walker, não Marshmello/Tyga",Spotify/Wikipedia: 'Faded' (2015) é de Alan Walker; sem faixa Marshmello x Tyga com esse título,
3324,The Chainsmokers,Ryan Tedder,Something Just Like This,song,2017,INVALIDA_CONFIRMADA,"Something Just Like This é com Coldplay, não Ryan Tedder","Wikipedia: 'Something Just Like This' é The Chainsmokers x Coldplay; compositores são Taggart e membros do Coldplay, não Ryan Tedder",
3342,Tiësto,Demi Lovato,Don't Be Shy,song,2021,INVALIDA_CONFIRMADA,"Don't Be Shy é com Karol G, não Demi Lovato","'Don't Be Shy' (2021) é de Tiësto & Karol G, não Demi Lovato (en.wikipedia.org)",
3364,Skrillex,Chance the Rapper,BLUE (Da Ba Dee),song,2016,INVALIDA_CONFIRMADA,BLUE (Da Ba Dee) é Eiffel 65; não Skrillex x Chance,"'BLUE (Da Ba Dee)' é do Eiffel 65; colab real Skrillex x Chance é 'Show Me Love' (en.wikipedia.org, complex.com)",
3432,Daft Punk,Stevie Wonder,Too Long,song,2001,INVALIDA_CONFIRMADA,"Too Long traz Romanthony, não Stevie Wonder","Daft Wiki/Wikipedia: 'Too Long' (Discovery) traz vocais de Romanthony, não Stevie Wonder",
3517,Fred again..,UK Garage,Delilah,song,2022,INVALIDA_CONFIRMADA,"'UK Garage' é gênero, não artista; par fabricado",'Delilah (pull me out of this)' é de Fred again.. feat. Delilah Montagu; 'UK Garage' é gênero (discogs.com/songfacts.com),
3558,Zedd,Botnek,Clarity (Zedd feat. Botnek),song,2013,INVALIDA_CONFIRMADA,"Clarity é com Foxes, não Botnek","'Clarity' credita Zedd feat. Foxes, não Botnek (en.wikipedia.org/discogs.com)",
3573,Alan Walker,Hans Zimmer,Live and Let Die (Remix),remix,2021,INVALIDA_CONFIRMADA,par implausível Alan Walker e Hans Zimmer,"Colab Alan Walker/Hans Zimmer é o remix de 'Time', não 'Live and Let Die' (edm.com/facebook.com Hans Zimmer)",
3703,Jul,niro,Bande organisée,song,2020,INVALIDA_CONFIRMADA,niro não consta no 'Bande organisée',"Spotify/IMDb: 'Bande organisée' credita Jul, SCH, Kofs, Naps, Soso Maness, Elams, Solda, Houari; niro não consta",
3706,Jul,prolongeau,Bande organisée,song,2020,INVALIDA_CONFIRMADA,prolongeau não consta no 'Bande organisée',"Spotify/IMDb: 'Bande organisée' credita Jul, SCH, Kofs, Naps, Soso Maness, Elams, Solda, Houari; prolongeau não consta",
3740,Sexion d'Assaut,jR_o_level,Sexion d'Assaut - L'Apogée,album,2013,INVALIDA_CONFIRMADA,jR_o_level não é membro do Sexion d'Assaut,fr.wikipedia: membro real é 'JR O Crom' (Karim Ballo); 'jR_o_level' não existe e L'Apogée é álbum do grupo Sexion d'Assaut,
3783,Soolking,nicky_minaj_fr,Ciao Bella,song,2019,INVALIDA_CONFIRMADA,parceiro 'nicky_minaj_fr' é handle fabricado,'nicky_minaj_fr' é handle fabricado; discografia de Soolking (Wikipedia/Discogs) não tem 'Ciao Bella',
3816,Aya Nakamura,ninos_africa,Jolie nana (remix),remix,2020,INVALIDA_CONFIRMADA,parceiro 'ninos_africa' é handle fabricado,"'ninos_africa' é handle fabricado; Jolie Nana oficial de Aya Nakamura é solo, sem esse feat (Wikipedia)",
3829,Orelsan,big_fmly,Superstar,song,2021,INVALIDA_CONFIRMADA,parceiro 'big_fmly' é handle fabricado,'big_fmly' é handle fabricado; album Civilisation de Orelsan não tem faixa 'Superstar' (Wikipedia),
3839,Gims,Pharrell Williams,Corazon (feat. Pharrell),song,2016,INVALIDA_CONFIRMADA,"'Corazon' tem Lil Wayne e French Montana, não Pharrell","'Corazón' de GIMS credita Lil Wayne e French Montana, não Pharrell (Spotify/Discogs/IMDb)",
3871,Gims,Kungs,Bohemian Rhapsody (remix),remix,2016,INVALIDA_CONFIRMADA,Bohemian Rhapsody remix por Gims/Kungs não existe,Busca (Spotify/Deezer/Apple): não existe remix de 'Bohemian Rhapsody' por Gims/Kungs,
