i,a,b,title,type,year,final,motivo,evidencia,flags
6258,Hand Habits,Meg Duffy,Fun House,album,2019,INVALIDA_PENDENTE,Meg Duffy é a Hand Habits; álbum do mesmo projeto,,
6259,Cat Power,Chan Marshall,You Are Free,album,2003,INVALIDA_PENDENTE,Chan Marshall é a Cat Power; You Are Free é álbum dela,,
6267,Led Zeppelin,The Black Crowes,No Quarter: Jimmy Page and Robert Plant Unledded,album,1994,INVALIDA_PENDENTE,"Unledded é projeto de Page e Plant, não colab com The Black Crowes",,
6295,Carlos Santana,Evander Grillo,Maria Maria,song,2000,INVALIDA_PENDENTE,"Maria Maria foi com The Product G&B/Wyclef, não Evander Grillo (nome fabricado)",,
6534,Barry White,Quincy Jones,Soul Bossa Nova,feature,1969,INVALIDA_PENDENTE,"Soul Bossa Nova é de Quincy Jones, Barry White não participa",,
6536,Curtis Mayfield,Wyclef Jean,Ghetto Superstar,feature,1998,INVALIDA_PENDENTE,Ghetto Superstar é de Pras/ODB/Mýa; Mayfield não participa,,
7750,Oséias de Paula,Ozéias de Paula,Glória e Louvor,album,2001,INVALIDA_PENDENTE,"Oséias e Ozéias de Paula são a mesma pessoa, duplicação artificial",,
7805,Solange Almeida,Aviões do Forró,Largado às Traças,song,2012,INVALIDA_PENDENTE,"Largado às Traças é de Zé Neto & Cristiano, não dessa parceria",,
7807,Geraldo Azevedo,Alceu Valença,Anunciação,song,1997,INVALIDA_PENDENTE,"Anunciação é hit solo de Alceu Valença, não parceria com Geraldo",,
7808,Geraldo Azevedo,Dominguinhos,Asa Branca,live,2000,INVALIDA_PENDENTE,Asa Branca é de Luiz Gonzaga; live atribuído indevidamente,,
7810,Alceu Valença,Dominguinhos,Xote das Meninas,live,1998,INVALIDA_PENDENTE,"Xote das Meninas é de Luiz Gonzaga, não parceria Alceu/Dominguinhos",,
7824,Calcinha Preta,Xand Avião,Show das Poderosas,live,2017,INVALIDA_PENDENTE,"Show das Poderosas é da Anitta, não parceria Calcinha Preta/Xand",,
8121,Emicida,Gloria Groove,Libre Soy (feat. Gloria Groove),feature,2020,INVALIDA_PENDENTE,"Libre Soy é versão Frozen de Gloria Groove, sem Emicida",,
8127,Anitta,Pabllo Vittar,Sua Cara (feat. J Balvin),feature,2017,INVALIDA_PENDENTE,"Sua Cara é Major Lazer feat Anitta e Pabllo, não feat J Balvin",,
8138,Mahmundi,Letrux,Vaporwave Tropical,song,2018,INVALIDA_PENDENTE,título Vaporwave Tropical com Letrux parece fabricado,,
8155,Nação Zumbi,Raimundos,Manguebeat Ao Vivo,live,1999,INVALIDA_PENDENTE,live Manguebeat de Nação Zumbi com Raimundos parece fabricada,,
8159,Jota Quest,Capital Inicial,Rock Brasileiro Hoje,live,2008,INVALIDA_PENDENTE,título genérico Rock Brasileiro Hoje parece fabricado,,
8162,Paralamas do Sucesso,Engenheiros do Hawaii,Rock Clássico Brasileiro,live,2009,INVALIDA_PENDENTE,título genérico Rock Clássico Brasileiro parece fabricado,,
8164,Engenheiros do Hawaii,Capital Inicial,Anos 80 Ao Vivo,live,2005,INVALIDA_PENDENTE,título genérico Anos 80 Ao Vivo parece fabricado,,
8165,Barão Vermelho,Titãs,Rock Brasileiro Anos 80,live,1997,INVALIDA_PENDENTE,título genérico Rock Brasileiro Anos 80 parece fabricado,,
8166,Titãs,Engenheiros do Hawaii,Titãs e Engenheiros,live,1999,INVALIDA_PENDENTE,título genérico Titãs e Engenheiros parece fabricado,,
8176,Zeca Baleiro,Lenine,Nordeste Ao Vivo,live,2007,INVALIDA_PENDENTE,título genérico Nordeste Ao Vivo parece fabricado,,
8178,Cássia Eller,Paralamas do Sucesso,Ao Vivo Cássia,live,1997,INVALIDA_PENDENTE,título genérico Ao Vivo Cássia parece fabricado,,
8181,Cidade Negra,Natiruts,Reggae no Brasil,live,2002,INVALIDA_PENDENTE,título genérico Reggae no Brasil parece fabricado,,
8182,Natiruts,Ponto de Equilíbrio,Natiruts e Ponto,live,2006,INVALIDA_PENDENTE,título genérico Natiruts e Ponto parece fabricado,,
8183,Ponto de Equilíbrio,Planta e Raiz,Reggae Roots Brasil,song,2008,INVALIDA_PENDENTE,título genérico Reggae Roots Brasil parece fabricado,,
8186,Marcelo Falcão,Charlie Brown Jr.,CBJ e Marcelo,live,2013,INVALIDA_PENDENTE,título genérico CBJ e Marcelo parece fabricado,,
9201,William Onyeabor,Sufjan Stevens,African Festival Feature,live,2013,INVALIDA_PENDENTE,Onyeabor não tocava ao vivo; par implausível com Sufjan,,
9246,Bizarrap,WOS,"WOS: Bzrp Music Sessions, Vol. 98",song,2018,INVALIDA_PENDENTE,WOS Vol. 98 não existe (real é Vol. 12); ano errado,,
9554,Linn da Quebrada,Luísa Sonza,Corpo Sensual,song,2022,INVALIDA_PENDENTE,"Corpo Sensual é de Pabllo Vittar, não dessa dupla",,
9567,Juanes,Carlos Rivera,Tu Falta de Querer,song,2020,INVALIDA_PENDENTE,"Tu Falta de Querer é de Mon Laferte, não dessa dupla",,
9571,Ricky Martin,Maluma,No Me Conoce,song,2018,INVALIDA_PENDENTE,"No Me Conoce é de Jhay Cortez/Bad Bunny, não Ricky Martin",,
9619,Oruam,MC Cabelinho,Poesia Acústica,song,2022,INVALIDA_PENDENTE,"Poesia Acústica é série do Pineapple, não dessa dupla isolada",,
9629,Peso Pluma,Bad Bunny,La Comunidad,song,2023,INVALIDA_PENDENTE,não existe colaboração documentada Peso Pluma com Bad Bunny,,
10080,Basshunter,Alan Walker,Scandinavia Bass,song,2019,INVALIDA_PENDENTE,"título genérico, sem colaboração documentada Basshunter/Alan Walker",,
10081,Basshunter,Kygo,Bass Drive,song,2018,INVALIDA_PENDENTE,"sem música real Basshunter/Kygo, título genérico",,
10082,Basshunter,Swedish House Mafia,Nordic Rave,live,2010,INVALIDA_PENDENTE,"show fabricado, título genérico",,
10084,Avicii,Kygo,Norwegian Forest,song,2015,INVALIDA_PENDENTE,sem música real Avicii/Kygo,,
10085,Ace of Base,Roxette,Swedish Pop Legends Tour,live,2002,INVALIDA_PENDENTE,turnê fabricada com título genérico,,
10086,Ace of Base,ABBA,Swedish Pop History,live,2000,INVALIDA_PENDENTE,"ABBA inativa em 2000, show fabricado",,
10087,ABBA,Roxette,Scandinavian Pop Icons,live,1998,INVALIDA_PENDENTE,"ABBA inativa em 1998, evento fabricado",,
10088,ABBA,Robyn,Swedish Generations,live,2010,INVALIDA_PENDENTE,colaboração ao vivo fabricada,,
10089,Roxette,Robyn,Swedish Divas,live,2008,INVALIDA_PENDENTE,"título genérico, show inexistente",,
10090,Roxette,Ace of Base,Retro Sweden Night,live,2005,INVALIDA_PENDENTE,"evento fabricado, título genérico",,
10091,Björk,Of Monsters and Men,Iceland Together,live,2015,INVALIDA_PENDENTE,"show ao vivo fabricado, título genérico",,
10092,Björk,First Aid Kit,Scandinavian Women Unite,live,2017,INVALIDA_PENDENTE,"evento fabricado, título temático genérico",,
10093,Björk,Sigrid,Nordic Women Music,live,2019,INVALIDA_PENDENTE,colaboração ao vivo fabricada,,
10100,Röyksopp,Kygo,Northern Drift,song,2016,INVALIDA_PENDENTE,sem música real Röyksopp/Kygo,,
10143,Ghost,Ariya,Metal Connection Europe,live,2018,INVALIDA_PENDENTE,"'Ariya' não é ato reconhecido, colaboração fabricada",,
10168,Natalia Szroeder,Natalia Kills,Natalia Duet,song,2020,INVALIDA_PENDENTE,"Natalia Kills não é polonesa, par improvável fabricado",,
10260,t.A.T.u.,Serebro,Russian Girl Groups,live,2010,INVALIDA_PENDENTE,"título descritivo genérico, show conjunto improvável",,
10261,Glukoza,Serebro,Russian Pop,live,2011,INVALIDA_PENDENTE,"título genérico fabricado, sem registro real",,
10263,Nyusha,Artik & Asti,Russian Divas,live,2018,INVALIDA_PENDENTE,"título descritivo genérico, live fabricada",,
10264,Nyusha,Polina Gagarina,Rossiyskiye Pevitsy,live,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10266,Polina Gagarina,Alsou,Russia Beautiful Voices,live,2017,INVALIDA_PENDENTE,título descritivo genérico fabricado,,
10267,Dimash Kudaibergen,Alina Zagitova,Kazakhstan Russia Stars,live,2020,INVALIDA_PENDENTE,"patinadora x cantor, título genérico, improvável",,
10268,Dimash Kudaibergen,Valentina Monetta,International Connection,live,2021,INVALIDA_PENDENTE,"par improvável, título genérico fabricado",,
10269,Gjon's Tears,Tamta,Mediterranean Voices,live,2021,INVALIDA_PENDENTE,"título genérico fabricado, live improvável",,
10270,Gjon's Tears,Valentina Monetta,Eurovision Voices,live,2021,INVALIDA_PENDENTE,título genérico fabricado,,
10271,Gjon's Tears,Eleni Foureira,Eurovision Stars,live,2022,INVALIDA_PENDENTE,título genérico fabricado,,
10272,Valentina Monetta,Naviband,Eurovision Connections,live,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10273,Valentina Monetta,Efendi,Small Countries Eurovision,live,2021,INVALIDA_PENDENTE,título genérico fabricado,,
10275,Efendi,Tamta,Balkan Pop Stars,song,2022,INVALIDA_PENDENTE,título genérico fabricado,,
10276,Naviband,ZENA,Belarus Eurovision,live,2019,INVALIDA_PENDENTE,título genérico fabricado,,
10279,Andrei Lenitsky,Naviband,Belarus Together,live,2019,INVALIDA_PENDENTE,título genérico fabricado,,
10280,Ivi Adamou,Helena Paparizou,Greek Cypriot Connection,live,2012,INVALIDA_PENDENTE,título descritivo genérico fabricado,,
10282,Ivi Adamou,Tamta,Cypriot Stars,song,2020,INVALIDA_PENDENTE,título genérico fabricado,,
10283,Ivi Adamou,Paola,Cyprus Sisters,song,2015,INVALIDA_PENDENTE,título genérico fabricado,,
10285,Despina Vandi,Notis Sfakianakis,Laïká Night,live,2010,INVALIDA_PENDENTE,título genérico fabricado,,
10287,Despina Vandi,Stavros Flatley,Hellenic Dance,live,2010,INVALIDA_PENDENTE,"Stavros Flatley é dupla cômica de dança, colaboração fabricada",,
10291,Sakis Rouvas,Kostas Martakis,Greek Boys Pop,live,2010,INVALIDA_PENDENTE,título genérico fabricado,,
10292,Sakis Rouvas,Demy,Greek Celebrities,live,2018,INVALIDA_PENDENTE,título genérico fabricado,,
10293,Eleni Foureira,Tamta,Balkan Party,song,2019,INVALIDA_PENDENTE,título genérico fabricado,,
10294,Eleni Foureira,Ivi Adamou,Balkan Festival,live,2021,INVALIDA_PENDENTE,título genérico fabricado,,
10295,Antique,Despina Vandi,Greek Night,live,2006,INVALIDA_PENDENTE,título genérico fabricado,,
10296,Nikos Vertis,Despina Vandi,Greek Love Songs,live,2012,INVALIDA_PENDENTE,título genérico fabricado,,
10297,Nikos Vertis,Giorgos Mazonakis,Laïká Duet,song,2011,INVALIDA_PENDENTE,título genérico fabricado,,
10298,Giorgos Mazonakis,Notis Sfakianakis,Greek Night,live,2009,INVALIDA_PENDENTE,título genérico fabricado,,
10299,Giorgos Mazonakis,Despina Vandi,Greek Summer,song,2012,INVALIDA_PENDENTE,título genérico fabricado,,
10300,Paola,Helena Paparizou,Cypriot Greek Night,live,2013,INVALIDA_PENDENTE,título genérico fabricado,,
10301,Kostas Martakis,Sarbel,Greek Boys Eurovision,live,2012,INVALIDA_PENDENTE,título genérico fabricado,,
10302,Stereo Mike,Sarbel,Greek Boys,live,2012,INVALIDA_PENDENTE,"título genérico fabricado, par improvável",,
10304,Alexandra Stan,Edward Maya,Romanian Night,song,2012,INVALIDA_PENDENTE,título genérico fabricado,,
10305,Alexandra Stan,Akcent,Romanian Dance Pop,song,2013,INVALIDA_PENDENTE,título genérico fabricado,,
10306,Edward Maya,Inna,Romanian Vibes,song,2010,INVALIDA_PENDENTE,título genérico fabricado,,
10307,Edward Maya,Akcent,Romanian Beats,song,2011,INVALIDA_PENDENTE,título genérico fabricado,,
10308,Costi,Connect-R,Romanian Production,song,2013,INVALIDA_PENDENTE,título genérico fabricado,,
10309,Akcent,Inna,Balkan Night,song,2011,INVALIDA_PENDENTE,título genérico fabricado,,
10311,Smiley,Alex Velea,Romanian Pop,song,2015,INVALIDA_PENDENTE,título genérico fabricado,,
10314,Lora,Irina Rimes,Pop Feminin Romania,song,2019,INVALIDA_PENDENTE,título genérico fabricado,,
10315,Lora,What's Up,Romanian Pop Duet,song,2016,INVALIDA_PENDENTE,título genérico fabricado,,
10316,Alex Velea,Costi,Production Collab,song,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10319,Vanotek,Carla's Dreams,Romanian Electronic,song,2018,INVALIDA_PENDENTE,título genérico fabricado,,
10320,Carla's Dreams,Smiley,Moldovan Romanian Night,song,2018,INVALIDA_PENDENTE,título genérico fabricado,,
10321,Delia,Loredana,Romanian Pop Legends,live,2018,INVALIDA_PENDENTE,"título genérico fabricado, gênero bg incoerente",,
10322,Delia,Costi,Romanian Diva Production,song,2016,INVALIDA_PENDENTE,título genérico fabricado,,
10323,Loredana,Alex Velea,Romania Stage,live,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10324,Speak,Smiley,Romanian Rap Pop,song,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10325,Ioana Ignat,Carla's Dreams,Romanian Voices,song,2019,INVALIDA_PENDENTE,título genérico fabricado,,
10326,Ioana Ignat,Vanotek,Romanian Pop Electronic,song,2020,INVALIDA_PENDENTE,título genérico fabricado,,
10327,Ioana Ignat,Smiley,Romanian Young Star,song,2021,INVALIDA_PENDENTE,título genérico fabricado,,
10330,Jain,-M-,European Pop Ladies,live,2018,INVALIDA_PENDENTE,título genérico fabricado,,
10331,Jain,Zara Larsson,Pop Ladies Europe,live,2019,INVALIDA_PENDENTE,"título genérico fabricado, live improvável",,
10332,Monika Lewczuk,Dawid Podsiadło,Polish Music Scene,live,2018,INVALIDA_PENDENTE,título genérico fabricado,,
10337,Stavros Flatley,Antique,Greek Heritage Night,live,2011,INVALIDA_PENDENTE,"Stavros Flatley dupla cômica, colaboração fabricada",,
10339,John Newman,Zara Larsson,Pop Night Europe,live,2017,INVALIDA_PENDENTE,título genérico fabricado,,
10342,Dua Lipa,Zara Larsson,Pop Queens,live,2018,INVALIDA_PENDENTE,"título genérico fabricado, live improvável",,
10343,Dua Lipa,Sigrid,Pop Ladies Tour,live,2019,INVALIDA_PENDENTE,"título genérico fabricado, live improvável",,
10344,Coldplay,Kygo,Festival Stage Collab,live,2022,INVALIDA_PENDENTE,título genérico fabricado,,
10346,Alina Zagitova,Polina Gagarina,Russian Ice Show,live,2019,INVALIDA_PENDENTE,"patinadora x cantora, título genérico fabricado",,
10347,Alina Zagitova,Dima Bilan,Russian Stars on Ice,live,2020,INVALIDA_PENDENTE,"patinadora x cantor, título genérico fabricado",,
10348,Ozark Henry,Alan Walker,Scandinavian Electronic Link,song,2020,INVALIDA_PENDENTE,"título genérico fabricado, par improvável",,
10349,Ozark Henry,Kygo,Chill Electronic Collab,song,2021,INVALIDA_PENDENTE,"título genérico fabricado, par improvável",,
10350,Avicii,Sigrid,Nordic EDM Pop,song,2017,INVALIDA_PENDENTE,"título genérico inventado, sem colaboração documentada Avicii x Sigrid",,
10351,Avicii,Alan Walker,Scandi Drop,song,2016,INVALIDA_PENDENTE,"título 'Scandi Drop' fabricado, sem música Avicii x Alan Walker",,
10359,Agnez Mo,BTS,Not A Single Word,feature,2021,INVALIDA_PENDENTE,"colaboração Agnez Mo x BTS não existe, título fabricado",,
10364,Warren Hue,BTS,Yet to Come,feature,2022,INVALIDA_PENDENTE,"'Yet to Come' é do BTS sozinho, sem Warren Hue",,
10366,NIKI,Warren Hue,Buzzcut,song,2021,INVALIDA_PENDENTE,"'Buzzcut' é Rich Brian, não NIKI x Warren Hue",,
10390,Juan Karlos,Moira Dela Torre,Buwan,song,2020,INVALIDA_PENDENTE,"'Buwan' é do Juan Karlos sozinho, sem Moira Dela Torre",,
10396,Gloc-9,Flow G,Upuan,song,2010,INVALIDA_PENDENTE,"'Upuan' é do Gloc-9 feat. Jeazell Grutas, não Flow G",,
10400,Abra,Gloc-9,Magbalik,song,2015,INVALIDA_PENDENTE,"'Magbalik' é do Callalily, não Abra x Gloc-9",,
10407,BINI,SB19,Pantropiko,feature,2023,INVALIDA_PENDENTE,"'Pantropiko' é do BINI sozinho, sem SB19",,
10408,SunKissed Lola,Ben&Ben,Pagtingin,song,2022,INVALIDA_PENDENTE,"'Pagtingin' é do Ben&Ben, não SunKissed Lola",,
10411,Ebe Dancel,Bamboo,Noypi,song,2019,INVALIDA_PENDENTE,"'Noypi' é do Bamboo, não Ebe Dancel",,
10438,Rizky Febian,Mahalini,Adu Rayu,song,2023,INVALIDA_PENDENTE,"'Adu Rayu' é Yovie/Tulus/Glenn, não Rizky Febian x Mahalini",,
11115,Peter Bjorn and John,Cœur de Pirate,Young Folks,song,2007,INVALIDA_PENDENTE,"Young Folks é com Victoria Bergsman, não Cœur de Pirate",,
11121,dawn_golden,ODESZA,Say My Name,song,2014,INVALIDA_PENDENTE,"Say My Name da ODESZA é com Zyra, não dawn golden",,
11135,Dimmu Borgir,Cradle of Filth,Heartwork,song,2003,INVALIDA_PENDENTE,"Heartwork é álbum do Carcass, não desses",,
11147,The Who,The Rolling Stones,The Kids Are Alright,song,1965,INVALIDA_PENDENTE,The Kids Are Alright é só do The Who,,
11152,Claptone,Seal,No Eyes,song,2016,INVALIDA_PENDENTE,"No Eyes do Claptone é feat Jaw, não Seal",,
11157,Breakbot,Ed Sheeran,Break of Dawn,song,2012,INVALIDA_PENDENTE,Ed Sheeran em faixa de Breakbot é fabricação cross-genre,,
11442,Aurora Aksnes,Billie Eilish,"No Time to Die (AURORA cover, released by Billie Eilish)",song,2020,INVALIDA_PENDENTE,"'No Time to Die' é da Billie Eilish, não colaboração com AURORA",,
11458,Alanis Morissette,Dave Coulier,You Oughta Know (written about),song,1995,INVALIDA_PENDENTE,"Coulier é inspiração da letra, não colaboração musical",,
11462,Nirvana,David Bowie,The Man Who Sold the World,song,1993,INVALIDA_PENDENTE,"cover do Nirvana de música do Bowie, não colaboração",,
11477,Tower of Power,Santana,"Africa Speaks, America Responds",album,1972,INVALIDA_PENDENTE,título fabricado; não há álbum conjunto Tower of Power x Santana,,
11478,The Vandellas,Marvin Gaye,Dancing in the Street,song,1964,INVALIDA_PENDENTE,"'Dancing in the Street' é de Martha & the Vandellas, não de Marvin Gaye",,
11485,Snow Patrol,Gary Lightbody,Run (covered by Leona Lewis),song,2008,INVALIDA_PENDENTE,"Lightbody é o vocalista do Snow Patrol, não colaboração externa",,
11487,Geri Halliwell,Spice Girls,Wannabe,song,1996,INVALIDA_PENDENTE,"Geri Halliwell é membro das Spice Girls, não colaboração",,
11488,Morrissey,Johnny Marr,This Charming Man (The Smiths),song,1983,INVALIDA_PENDENTE,"Morrissey e Marr são The Smiths, não colaboração externa",,
12244,Post Malone,Travis Scott,No Bystanders,feature,2018,INVALIDA_PENDENTE,"'No Bystanders' (Astroworld) tem Juice WRLD e Sheck Wes, não Post Malone",,
12250,Billie Eilish,Gorillaz,The Valley of The Pagans,feature,2020,INVALIDA_PENDENTE,"'The Valley of the Pagans' do Gorillaz é com Beck, não Billie Eilish",,
12256,Doja Cat,Young Thug,The Real Slim Shady,feature,2020,INVALIDA_PENDENTE,"'The Real Slim Shady' é do Eminem, não colaboração Doja x Young Thug",,
12276,Pharrell Williams,Nelly,Hot in Herre,feature,2002,INVALIDA_PENDENTE,"'Hot in Herre' é Nelly produzido por Pharrell/Neptunes, não feature de Pharrell",,
12277,Pharrell Williams,Gwen Stefani,Hollaback Girl,feature,2004,INVALIDA_PENDENTE,"'Hollaback Girl' é Gwen Stefani produzida por Pharrell, não feature dele",,
12282,50 Cent,Young Buck,Wanksta,feature,2003,INVALIDA_PENDENTE,"'Wanksta' é solo de 50 Cent (8 Mile OST), sem Young Buck",,
12285,DJ Khaled,Beyoncé,Hold You Down,feature,2015,INVALIDA_PENDENTE,"'Hold You Down' tem Chris Brown/Alsina/Future/Jeremih, não Beyoncé",,
12301,Sia,Diplo,Elastic Heart,feature,2014,INVALIDA_PENDENTE,"'Elastic Heart' Sia produzida com Diplo/Greg Kurstin, não feature de Diplo",,
12314,Adele,Beyoncé,No Angel,feature,2013,INVALIDA_PENDENTE,'No Angel' é da Beyoncé (2013) sem Adele; feature fabricado,,
12323,Metro Boomin,Future,Super Slimey,album,2017,INVALIDA_PENDENTE,"'Super Slimey' é mixtape Future x Young Thug, não Metro Boomin",,
12324,Metro Boomin,Post Malone,No Complaints,song,2017,INVALIDA_PENDENTE,"'No Complaints' Metro Boomin tem Offset e Drake, não Post Malone",,
13152,Waka Flocka Flame,Drake,Grove St. Party,song,2010,INVALIDA_PENDENTE,"'Grove St. Party' é Waka Flocka feat. Kebo Gotti, não Drake",,
13205,Christine and the Queens,Madonna,Runway,song,2015,INVALIDA_PENDENTE,'Runway' Christine and the Queens com Madonna não existe; fabricação,,
13493,Pulp,Common People,Common People,song,1995,INVALIDA_PENDENTE,"Common People não é artista, é a própria música",,
14490,Beyoncé,Andre 3000,Back to Black,song,2007,INVALIDA_PENDENTE,'Back to Black' é da Amy Winehouse; não é feat Beyoncé/Andre 3000 em 2007,,
